name,sku,selling_price,original_price,currency,availability,color,category,source,breadcrumbs,description,brand,country,language,average_rating,reviews_count
ZX 1K Boost Shoes,H68718,70,$100 ,USD,InStock,Grey,Shoes,adidas United States,Originals/Shoes,"In a constantly evolving world, keeping up is just part of the routine. Stay on top of it in these airy knit mesh adidas shoes. The ZX series has merged technology with culture since the '80s. Today a combination of Boost and EVA cushioning keeps you comfortable as you charge through the day.",adidas,USA,en,3.9,515
ZX 2K Boost Shoes,G58090,90,$150 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,en,4.7,684
Geodiver Primeblue Shoes,FZ4689,72,$90 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Style or planet? No need to pick sides. Lace into the streamlined design of these sporty shoes and join in adidas' commitment to help end plastic waste. Their minimalist upper is made with recycled materials and a partially recycled EVA midsole that keeps you walking on clouds. Sometimes, less is more.,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 75% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.6,512
ZX 2K Boost Shoes,G58089,90,$150 ,USD,InStock,Blue,Shoes,adidas United States,Women/Shoes,"Some people live in the past. Some only think of the future. Lace up in these adidas ZX 2K Boost Shoes and see the value in both. Reworking '80s technical runners from the archive, a sandwich mesh upper pairs with futuristic TPU overlays for a look that's part past, part future. Bold logo graphics stand out on the comfortable Boost midsole for a purely modern edge.",adidas,USA,en,4.7,684
ZX 700 HD shoes,FY1103,63,$90 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,adidas,USA,en,4.1,251
ZX 1K Boost Shoes,GX6118,70,$100 ,USD,InStock,Yellow,Shoes,adidas United States,Women/Shoes,"ZX stands for many things. Innovation. Evolution. Comfort. These adidas ZX 1K Boost Shoes have all of it. In fact, they dial things up a notch with a half-Boost midsole that charges up your stride and a lightweight, ripstop upper. Plus, style. See those bright colors? Every step shines.",adidas,USA,en,4.2,77
Ultraboost 21 Shoes,FY0375,126,$180 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,en,4.6,3900
Superstar Shoes,H05250,72,$90 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Sometimes you just need to mix things up. Bring fresh flair to your look in these adidas Superstar Shoes. Blending heritage details with modern pops of Color, these sleek leather sneakers honor their basketball heritage while boldly stepping into the present. The rubber cupsole and Molded sockliner keep you comfortable whether you're showing off your killer outfit downtown or just meeting friends at the blacktop.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.8,1866
Swift Run X Shoes,H04318,60,$85 ,USD,InStock,Pink,Shoes,adidas United States,Women/Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",adidas,USA,en,4.5,562
ZX 1K Boost Shoes,GZ9172,70,$100 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"The ZX series entered the scene in the '80s and took hold of running culture with its groundbreaking approach to speed. These adidas ZX 1K Boost Shoes might not be about performance anymore, but that doesn't mean they're slowing down. Forever forward focused, the progressive silhouette doubles up on comfort with a plush Boost and EVA midsole combo. The mesh upper is accented with synthetic overlays.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,77
ZX 700 HD shoes,FY1102,63,$90 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,Stand still? No thanks. The ZX line has always stood for innovation. The latest addition to adidas' tech-driven line is no exception. These sneakers are the perfect combination of modern materials and retro style. Go ahead. Step into the future.,adidas,USA,en,4.1,251
ZX 700 HD Shoes,G55780,63,$90 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Can you ever really lose spirit? The adidas ZX series would say no. Years may pass, things may change. The core remains. Not to get too poetic, but this modern version of the iconic shoes does inspire a certain nostalgia. The modern edge balances it out.",adidas,USA,en,4.1,251
Swift Run X Shoes,H04319,60,$85 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"While unpredictability can be super fun, reliability sure is nice. Luckily these adidas shoes allow for both. The simple, streamlined look works for all occasions, which means that when something unexpected pops up, they're ready. And they're comfortable. Another great thing to help you settle into the flow.",adidas,USA,en,4.5,562
Runfalcon 2.0 Shoes,H04519,48,$60 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,en,4.7,540
Swift Run X Shoes,GZ9045,68,$85 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"The future is here. Meet it in style. A spin on a running classic, these adidas shoes are done up with a unique sublimation printing technique. The mesh upper hugs the foot with a snug, sock-like fit, made even more comfortable by the EVA midsole it rides on.",adidas,USA,en,4.6,1254
ZX 1K Boost Shoes,GZ9079,70,$100 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Comfort has been at the center of the ZX line since day one. Now it's been turned up. Way up. Boost and EVA come together in these adidas shoes so you get double the cushioning as you glide from heel to toe. Lace up and enjoy the smooth ride. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,3.9,515
Superstar Shoes,GV7671,72,$90 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.,,This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",adidas,USA,en,4.8,1866
Swift Run X Shoes,H04306,68,$85 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,en,4.6,1254
Superstar Shoes,FY7717,63,$90 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"These adidas Superstar shoes may just be one pair, but the options are limitless. The transparent 3-Stripes show off your sock game, which means you can change the look of the iconic rubber shell toe on the daily just by switching up your socks. Patterns and bold colors will pop, or you can make the whole look monochrome. Doesn't matter. Just make the look yours. The shoes have a smooth leather upper and the famous rubber shell toe that roots them in their heritage.",adidas,USA,en,4.8,1866
Superstar Shoes,GV7672,72,$90 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Same look. Same vibe. Different materials. The adidas Superstar Shoes have been in a continuous state of evolution since they debuted on the hardwood in the '70s. So it makes sense that as the world's needs change, so does the icon's intention. These shoes alone will not save the planet, and the side of the shoe will tell you exactly that. But they are made with recycled materials, natural and renewable rubber and a synthetic leather upper. And that's a good start.,,This product is made with Primegreen, a series of high-performance recycled materials. 70% of upper is recycled content. No virgin polyester.",adidas,USA,en,4.8,1866
Swift Run X Shoes,H03071,68,$85 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Does daily life ever feel like its own fitness routine? As you rush out the door, hustle to the gym or zip through errands around town, these adidas shoes help you keep pace. Soft cushioning and snug mesh support your moves. Sleek black keeps the vibe cool and casual.",adidas,USA,en,4.6,1254
Swift Run X Shoes,H04305,68,$85 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,en,4.6,1254
Superstar Shoes,FX5570,72,$90 ,USD,InStock,Yellow,Shoes,adidas United States,Originals/Shoes,"Over the last 50 years, the adidas Superstar Shoes have been continuously shaped by the risk takers and game changers who've worn them. Lace into them yourself and use their legacy as a jumping off point. This version adds in pops of color to emphasize the look. Serrated 3-Stripes. Rubber shell toe. The signature markers are all there.",adidas,USA,en,4.8,1866
Superstar Shoes,GY5793,68,$85 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Worth a double take. A silhouette made famous on the hardwood of the '70s, adidas Superstar Shoes have traveled the world ever since, walking runways and rocking arena stages. At first glance, this version may look just like the original, but if you look closely you'll see hits of metallic gold that gleam from the tongue label to the iconic Trefoil on the heel tab.",adidas,USA,en,4.8,1866
Superstar Shoes,GZ3704,68,$85 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Dreams of escaping reality? Teleport to a far-flung paradise with the tropical-inspired adidas Superstar – featuring a digitised seaview heel tab and sockliner for those who like their classic 3-Stripe style served with a paper umbrella.  Whether you're cruising around town with your dog or catching some rays on a park bench with a latte, this is a Superstar for every summer situation. Exclusively through adidas.",adidas,USA,en,4.8,1866
Swift Run X Shoes,H04331,68,$85 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"These adidas Swift Run X Shoes may not be about running anymore, but they are still about speed. Because life isn't slowing down any time soon. Borrowing from different running styles in the adidas archives, they focus on comfort to balance out the daily grind. Lightweight EVA cushioning, a durable rubber outsole and the comfortable textile upper come together to keep you feeling good.",adidas,USA,en,4.5,562
Nizza Platform Mid Shoes,H02700,53,$75 ,USD,InStock,Green,Shoes,adidas United States,Women/Shoes,"Chunky, but old-school. Take your vintage style to new heights in a pair of adidas Nizza shoes with a platform outsole. The retro upper looks great with all kinds of denim. And who doesn't appreciate a little extra height?",adidas,USA,en,4.8,470
Ultraboost 21 Shoes,FY0377,144,$180 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,en,4.6,3900
Runfalcon 2.0 Shoes,FY9623,42,$60 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"Put on these adidas shoes, and you're set for a run in the park followed by coffee with friends. With a mesh upper for added breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,en,4.7,540
Swift Run X Shoes,FY5438,60,$85 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"Easy does it. Busy week or laid-back weekend, these Swift Run X Shoes are down for whatever you've got in mind. Borrowing elements from heritage adidas runners originally made for the track, this pair gives the look a fresh spin with a snug mesh upper and sleek welded details. Archive style has never been easier.",adidas,USA,en,4.6,1254
QT Racer 2.0 Shoes,H00547,52,$65 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,adidas,USA,en,4.2,452
Superstar Shoes,H05645,68,$85 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.,,Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.,,The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",adidas,USA,en,4.8,1866
Superstar Shoes,GX2537,68,$85 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Clean, classic and decked out in soft leather. Say hello to world-famous '70s style relaunched and ready for today. Spotlight-worthy since they first appeared on the hardwood in the '70s, these adidas Superstar Shoes continue to hold their icon status. This version pays tribute to the legendary sneakers with an iconic rubber shell toe and serrated 3-Stripes that contrast against the smooth upper.",adidas,USA,en,4.8,1866
Ultraboost 21 Shoes,FY0374,126,$180 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Prototype after prototype. Innovation after innovation. Testing after testing. Meet us in the hot pursuit of the pinnacle harmonization of weight, cushioning, and responsiveness. Ultraboost 21. Say hello to incredible energy return.",adidas,USA,en,4.6,3900
QT Racer 2.0 Shoes,H05791,52,$65 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"The shoes your gym bag feels empty without. Whenever there's a chance to squeeze in a run, you'll reach for these adidas running shoes. A streamlined upper with pearlized 3-Stripes rides on a plush Cloudfoam midsole. The miles practically run themselves. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,452
Adilette Clogs,GZ5314,41,$45 ,USD,InStock,Blue,Shoes,adidas United States,Swim/Shoes,"Based on the iconic adidas slide, these clogs are as functional as they are comfortable. Whether you're walking to the gym or pool for an early-morning workout or just want to keep the slouchy-casual vibe going all through your day, slip your feet into the contoured footbeds and head for the door.",adidas,USA,en,4.6,2005
Runfalcon 2.0 Shoes,GZ7435,36,$45 ,USD,InStock,Grey,Shoes,adidas United States,Kids/Shoes,"Your little one is getting pretty rowdy, so why not let them run? These kids' adidas running shoes are a great starting point for budding athletes. A breathable mesh upper and durable sole will keep them bounding in comfort, whether they're running laps or chasing friends.",adidas,USA,en,4.6,451
Fluidflow 2.0 Shoes,G58105,64,$80 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,adidas,USA,en,4.6,375
Superstar Shoes,H00128,68,$85 ,USD,InStock,White,Shoes,adidas United States,Originals/Shoes,"Originally made for basketball courts in the '70s. Celebrated by hip hop royalty in the '80s. The adidas Superstar shoe is now a lifestyle staple for streetwear enthusiasts. The world-famous shell toe feature remains, providing style and protection. Just like it did on the B-ball courts back in the day.,,Now, whether at a festival or walking in the street you can enjoy yourself without the fear of being stepped on.,,The serrated 3-Stripes detail and adidas Superstar box logo adds OG authenticity to your look.",adidas,USA,en,4.8,1866
QT Racer 2.0 Shoes,H00602,52,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"Bring tropical vibes into the concrete jungle. These running-style shoes have zebra-print 3-Stripes to show off your adventurous side. They're everyday shoes with a clean silhouette and plush cushioning to keep you comfortable all around town. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,452
Runfalcon 2.0 Shoes,GZ7416,40,$50 ,USD,InStock,Red,Shoes,adidas United States,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,en,4.6,427
Runfalcon 2.0 Shoes,FY9496,40,$50 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,en,4.6,427
QT Racer 2.0 Shoes,H00561,52,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"Bring tropical vibes into the concrete jungle. These running-style shoes with floral-print accents were created in collaboration with FARM Rio. They're everyday shoes with a clean silhouette and plush cushioning to keep you comfortable all around town. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.2,452
Terrex AX4 Primegreen Hiking Shoes,FZ3281,72,$90 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Quiver-of-one trail shoes. From forest hikes to alpine adventures, these adidas Terrex hiking shoes let you explore high and low, near or far. Their dual-density design merges the comfort of a cushioned trail runner with the stability of a hiking shoe to take on hikes, scrambles and via ferratas. The all-conditions grip of Continental™ Rubber means you can trust the AX4 to get you anywhere you want to go without worrying about your feet.",adidas,USA,en,4.3,88
Run Falcon 2.0 Shoes,G58098,48,$60 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,en,4.7,1518
QT Racer 2.0 Shoes,H00548,52,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,adidas,USA,en,4.2,452
Kaptir Super Shoes,H03263,72,$90 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"A traditional adidas look gets a fun hit of streetwear style in these running-inspired sneakers. Tap into endless energy as you make the rounds, thanks to the adidas Boost midsole. From running errands to a causal night out, you'll be ready for whatever you've got planned.",adidas,USA,en,4.4,595
NMD_R1 Shoes,GZ7998,112,$140 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"How to Make an Impression Without Really Trying: An adidas Guide. Step one, lace into these NMD_R1 Shoes. That's it. The quickest lesson of your life also happens to be the most comfortable. Shout-out to the energy-returning Boost midsole for that. And the sock-like fit.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,1702
Runfalcon 2.0 Shoes,GZ7417,40,$50 ,USD,InStock,Grey,Shoes,adidas United States,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,en,4.6,427
FortaRun Lace Running Shoes,H04105,44,$55 ,USD,InStock,Grey,Shoes,adidas United States,Kids/Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",adidas,USA,en,4.7,104
QT Racer 2.0 Shoes,GV7369,46,$65 ,USD,InStock,Pink,Shoes,adidas United States,Women/Shoes,"Made for all-day comfort, these adidas sneakers have a Cloudfoam midsole that is ultra-soft. Their look is inspired by classic running design with timeless 3-Stripes drawing attention right away. They have a streetwear vibe that makes them easy to mix and match with your everyday wear.",adidas,USA,en,4.2,452
QT Racer 2.0 Shoes,FY8315,46,$65 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,Fresh streetwear style meets classic adidas design in these everyday shoes. Run from school to the store with an ultra-soft step powering you through. Get a comfortable ride all day long thanks to the plush Cloudfoam cushioning.,adidas,USA,en,4.2,452
Response Super 2.0 Shoes,H04567,72,$90 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,94
Mexico Gamemode Firm Ground Cleats,GY7536,80,$100 ,USD,InStock,White,Shoes,adidas United States,Soccer/Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, Mexico's colors and badge show you stand with your team.",adidas,USA,en,4.7,24
Response Super 2.0 Shoes,H04563,72,$90 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,94
Runfalcon 2.0 Shoes,GZ7418,40,$50 ,USD,InStock,Black,Shoes,adidas United States,Kids/Shoes,"Shoes for everyday wear, from the halls at school to gym class to running errands with you on the weekend. Whether your kid is new to the track team or just needs to move through the day with confidence, these adidas sneakers deliver. A lightweight feel provides comfort even on the longest days.",adidas,USA,en,4.6,427
Fluidflow 2.0 Shoes,FY5961,56,$80 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,It doesn't really matter whether or not a run is in the cards for the day. An ultra-breathable feel and cushy midsole that energizes give these adidas running shoes an edge. Hit the pavement or hit the town. You've got the kicks for whatever unfolds.,adidas,USA,en,4.6,274
Run Falcon 2.0 Shoes,H04537,48,$60 ,USD,InStock,Orange,Shoes,adidas United States,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,en,4.7,1518
Response Super 2.0 Shoes,H02028,63,$90 ,USD,InStock,Pink,Shoes,adidas United States,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.2,38
Gamemode Firm Ground Cleats,GY7535,80,$100 ,USD,InStock,Silver,Shoes,adidas United States,Soccer/Shoes,"Why do we all love soccer? Because out there on the pitch, we can be anything we want. Choose your adidas Gamemode and play the beautiful game your way. These cleats have a HybridTouch upper for a soft touch and a universal fit for added comfort. Underneath, a versatile outsole provides a platform for self-expression on firm ground and artificial grass. Up top, vibrant graphics borrow from the Uniforia ball used at Europe's showpiece summer event.",adidas,USA,en,4.7,24
Kaptir Super Shoes,Q46282,72,$90 ,USD,InStock,Grey,Shoes,adidas United States,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",adidas,USA,en,4.2,319
Run Falcon 2.0 Shoes,H04540,48,$60 ,USD,InStock,Blue,Shoes,adidas United States,Men/Shoes,"Strap up in these running shoes and you're set for a jog in the park followed by coffee with friends. With a mesh upper for outstanding breathability, they're meant to deliver comfort all day long. A durable rubber outsole gives you a solid foundation no matter how busy your schedule.",adidas,USA,en,4.7,1518
ZX 1K Boost Shoes,S42589,56,$80 ,USD,InStock,White,Shoes,adidas United States,Kids/Shoes,"Worthy of the ZX name, these juniors' adidas shoes put innovation on display. Inspired by cutting-edge ZX styles from the archive, this pair shows off a soft mesh upper mixed with synthetic suede. For a hit of modern tech, Boost and EVA combine to create a cushioned midsole that's ready to take on the future, one comfy step at a time.",adidas,USA,en,4.6,37
Kaptir Super Shoes,Q46281,72,$90 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",adidas,USA,en,4.2,319
Response Super 2.0 Shoes,H02027,63,$90 ,USD,InStock,Black,Shoes,adidas United States,Women/Shoes,"From a morning run in the park to an afternoon at the gym and everything in between, crush your workouts in versatile comfort with these adidas running shoes. A snug-fitting upper gives you ankle support with a full range of motion. Responsive Boost cushioning keeps your feet always feeling ready for that next step.,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content. No virgin polyester.",adidas,USA,en,4.2,38
Kaptir Super Shoes,H02557,72,$90 ,USD,InStock,Grey,Shoes,adidas United States,Men/Shoes,"As a lover of sports, you're always in motion. Make sure your feet are comfortable in these adidas running-inspired shoes. Energized midsole cushioning keeps you on your toes from the first step of your busy day to the last. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,595
OZWEEGO Pure Shoes,H04216,96,$120 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"The whole ""don't judge a book by its cover"" thing? We get it. We also believe in an exception to the rule, and this adidas sneaker is one of them. Because these shoes are serving up exactly what you see at first glance — bold, distinctive style. Only thing not immediately visible is their comfort, but you feel it the moment you step into them, thanks to Adiprene cushioning.",adidas,USA,en,4.6,318
Kaptir Super Shoes,GZ8172,72,$90 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"As a lover of sports, you're always in motion. Make sure your feet are comfortable in these adidas running-inspired shoes. Energized midsole cushioning keeps you on your toes from the first step of your busy day to the last. ,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.4,595
Ultraboost 21 x Parley Shoes,FZ1927,126,$180 ,USD,InStock,White,Shoes,adidas United States,Men/Shoes,"Raise your own bar. That's what adidas did when we updated the legendary Ultraboost running shoes with even more energy-returning benefits than before. The responsive Boost midsole, foot-hugging upper and grippy yet flexible sole are still here. Now, a Linear Energy Push system gives extra propulsion to each step with increased forefoot and midfoot stiffness. This version is made using recycled materials, part of adidas commitment to help end plastic waste.,,This product is made with Primeblue, a high-performance recycled material made in part with Parley Ocean Plastic. 50% of the upper is textile, 92% of the textile is Primeblue yarn. No virgin polyester.",adidas,USA,en,4.5,207
Kaptir Super Shoes,GZ5346,72,$90 ,USD,InStock,White,Shoes,adidas United States,Women/Shoes,"While there's no mistaking the look of classic adidas running style in these sneakers, they're clearly here to deliver in the present with a vibe that's both sleek and sporty. Unmissable Boost in the heel gives them a distinctive look and brings endless energy to your step. Strap these on for a smooth ride on the busiest of days.",adidas,USA,en,4.2,319
FortaRun Lace Running Shoes,GY2745,44,$55 ,USD,InStock,Red,Shoes,adidas United States,Kids/Shoes,"Trying out for the track team may be years away, but there's plenty of running to do right now. These kids' adidas shoes have plush Cloudfoam cushioning to keep them comfortable as they sprint through the park or race down the street. A durable non-marking outsole stands up to hard-playing kids. ,,This product is made with Primegreen, a series of high-performance recycled materials. 50% of the upper is recycled content.",adidas,USA,en,4.7,104
Response Super 2.0 Shoes,G58068,81,$90 ,USD,InStock,Black,Shoes,adidas United States,Men/Shoes,"Move through your day feeling comfortable and ready for anything with these adidas running shoes. A mesh upper is breathable, keeping your feet fresh even on warm days. Energized cushioning puts a spring in every step you take.,,This product is made with recycled content as part of our ambition to end plastic waste. 20% of pieces used to make the upper are made with minimum 50% recycled content.",adidas,USA,en,4.5,94
Ultraboost DNA 1.0 Shoes,H05263,144,$180 ,USD,InStock,Turquoise,Shoes,adidas United States,Running/Shoes,"Bringing it back to the OG pair. These shoes have the same knit pattern we used on the very first Ultraboosts from 2015. Although it carries the DNA of performance running, these trainers are built for the day-to-day. The adidas Primeknit upper has a supportive feel, and the Boost midsole offers comfort you'll have to feel to believe.",adidas,USA,en,4.8,584
